key,title,authors,venue,year,type,doi,url,ee,title_clean,authors_clean,first_author,title_author_combined
conf/emnlp/gptmodelsfortextgene262,GPT Models for Text Generation,Sam Perez | Mary Perez,EMNLP,2023,Conference Paper,,https://dblp.org/rec/conf/emnlp/gptmodelsfortextgene262,https://doi.org/10.1570/112685,GPT Models for Text Generation,Sam Perez | Mary Perez,Sam Perez,GPT Models for Text Generation Sam Perez
conf/emnlp/explainableai:method325,Explainable AI: Methods and Challenges,Henry Jackson | Rachel Brown,EMNLP,2023,Conference Paper,10.9407/167768,https://dblp.org/rec/conf/emnlp/explainableai:method325,,Explainable AI: Methods and Challenges,Henry Jackson | Rachel Brown,Henry Jackson,Explainable AI: Methods and Challenges Henry Jackson
conf/sigir/imagesegmentationusi585,Image Segmentation using U-Net,Tina Lopez | Iris Harris | Jane Sanchez,SIGIR,2021,Conference Paper,10.8532/575180,https://dblp.org/rec/conf/sigir/imagesegmentationusi585,https://doi.org/10.6041/251771,Image Segmentation using U-Net,Tina Lopez | Iris Harris | Jane Sanchez,Tina Lopez,Image Segmentation using U-Net Tina Lopez
conf/artificial/meta-learningalgorit308,Meta-Learning Algorithms and Applications,A. Martinez,Artificial Intelligence Journal,2024,Conference Paper,,https://dblp.org/rec/conf/artificial/meta-learningalgorit308,https://doi.org/10.7059/544497,Meta-Learning Algorithms and Applications,A. Martinez,A. Martinez,Meta-Learning Algorithms and Applications A. Martinez
conf/icml/neuralnetworksforima41,Neural Networks for Image Recognition,Noah Wilson | L. Wilson | Iris Brown,ICML,2021,Conference Paper,10.9710/637210,https://dblp.org/rec/conf/icml/neuralnetworksforima41,,Neural Networks for Image Recognition,Noah Wilson | L. Wilson | Iris Brown,Noah Wilson,Neural Networks for Image Recognition Noah Wilson
conf/recsys/machinelearningincom43,Machine Learning in Computer Vision,Yara Gonzalez | Henry Johnson | T. Smith,RecSys,2024,Conference Paper,10.8741/867356,https://dblp.org/rec/conf/recsys/machinelearningincom43,https://doi.org/10.3474/224447,Machine Learning in Computer Vision,Yara Gonzalez | Henry Johnson | T. Smith,Yara Gonzalez,Machine Learning in Computer Vision Yara Gonzalez
conf/recsys/convolutionalneuraln87,Convolutional Neural Networks for Object Detection,Peter Rodriguez | G. Martin | P. Lopez | Quinn Perez,RecSys,2023,Conference Paper,10.5932/474616,https://dblp.org/rec/conf/recsys/convolutionalneuraln87,https://doi.org/10.7378/281964,Convolutional Neural Networks for Object Detection,Peter Rodriguez | G. Martin | P. Lopez | Quinn Perez,Peter Rodriguez,Convolutional Neural Networks for Object Detection Peter Rodriguez
conf/neural inf/neuralnetworksforima21,Neural Networks for Image Recognition,V. Davis | Jane Johnson | Carol Miller,Neural Information Processing Systems,2022,Conference Paper,10.2373/807187,https://dblp.org/rec/conf/neural inf/neuralnetworksforima21,https://doi.org/10.5318/233174,Neural Networks for Image Recognition,V. Davis | Jane Johnson | Carol Miller,V. Davis,Neural Networks for Image Recognition V. Davis
conf/icml/automl:automatedmach353,AutoML: Automated Machine Learning Systems,J. Garcia,ICML,2024,Conference Paper,10.3439/245233,https://dblp.org/rec/conf/icml/automl:automatedmach353,https://doi.org/10.3739/642067,AutoML: Automated Machine Learning Systems,J. Garcia,J. Garcia,AutoML: Automated Machine Learning Systems J. Garcia
conf/associatio/attentionmechanismsi139,Attention Mechanisms in Neural Machine Translation,Olivia Martin | Z. Clark,Association for Computational Linguistics,2023,Conference Paper,10.1923/400238,https://dblp.org/rec/conf/associatio/attentionmechanismsi139,https://doi.org/10.9900/425804,Attention Mechanisms in Neural Machine Translation,Olivia Martin | Z. Clark,Olivia Martin,Attention Mechanisms in Neural Machine Translation Olivia Martin
conf/www/sentimentanalysiswit495,Sentiment Analysis with DL,Henry Davis | Leo Clark | Rachel Sanchez | Carol Perez,WWW,2021,Conference Paper,,https://dblp.org/rec/conf/www/sentimentanalysiswit495,https://doi.org/10.3672/538223,Sentiment Analysis with DL,Henry Davis | Leo Clark | Rachel Sanchez | Carol Perez,Henry Davis,Sentiment Analysis with DL Henry Davis
conf/naacl/meta-learningalgorit295,Meta-Learning Algorithms and Applications,Mary Garcia | Henry Davis | I. Taylor,NAACL,2020,Conference Paper,10.8262/780964,https://dblp.org/rec/conf/naacl/meta-learningalgorit295,https://doi.org/10.4836/931819,Meta-Learning Algorithms and Applications,Mary Garcia | Henry Davis | I. Taylor,Mary Garcia,Meta-Learning Algorithms and Applications Mary Garcia
conf/neural inf/reinforcementlearnin202,Reinforcement Learning for Game Playing,Jack Perez | John Perez,Neural Information Processing Systems,2023,Conference Paper,10.1454/241682,https://dblp.org/rec/conf/neural inf/reinforcementlearnin202,,Reinforcement Learning for Game Playing,Jack Perez | John Perez,Jack Perez,Reinforcement Learning for Game Playing Jack Perez
conf/wsdm/sentimentanalysiswit497,Sentiment Analysis with Deep Learning,X. Williams | Uma Thompson,WSDM,2021,Conference Paper,10.6593/412507,https://dblp.org/rec/conf/wsdm/sentimentanalysiswit497,https://doi.org/10.5573/824972,Sentiment Analysis with Deep Learning,X. Williams | Uma Thompson,X. Williams,Sentiment Analysis with Deep Learning X. Williams
conf/neurips/namedentityrecogniti523,Named Entity Recognition in NLP,J. Davis | John Garcia | Q. Garcia,NeurIPS,2024,Conference Paper,,https://dblp.org/rec/conf/neurips/namedentityrecogniti523,,Named Entity Recognition in NLP,J. Davis | John Garcia | Q. Garcia,J. Davis,Named Entity Recognition in NLP J. Davis
conf/ijcai/namedentityrecogniti531,Named Entity Recognition in NLP: Methods and Applications,Iris Moore,IJCAI,2022,Conference Paper,10.4090/128573,https://dblp.org/rec/conf/ijcai/namedentityrecogniti531,https://doi.org/10.7031/419173,Named Entity Recognition in NLP: Methods and Applications,Iris Moore,Iris Moore,Named Entity Recognition in NLP: Methods and Applications Iris Moore
conf/associatio/gptmodelsfortextgene255,GPT Models for Text Generation,J. Wilson | Jane Brown | Olivia Perez,Association for Computational Linguistics,2023,Conference Paper,10.6407/712989,https://dblp.org/rec/conf/associatio/gptmodelsfortextgene255,https://doi.org/10.1271/629523,GPT Models for Text Generation,J. Wilson | Jane Brown | Olivia Perez,J. Wilson,GPT Models for Text Generation J. Wilson
conf/acl/federatedlearningfor346,Federated Learning for Privacy-Preserving ML,Zack Gonzalez | P. Martin | John Smith,ACL,2021,Conference Paper,10.4763/232810,https://dblp.org/rec/conf/acl/federatedlearningfor346,https://doi.org/10.3056/406201,Federated Learning for Privacy-Preserving ML,Zack Gonzalez | P. Martin | John Smith,Zack Gonzalez,Federated Learning for Privacy-Preserving ML Zack Gonzalez
conf/ijcai/generativeadversaria160,Generative Adversarial Networks: A Survey,Xavier Miller | Iris Jackson | Jane Garcia,IJCAI,2021,Conference Paper,10.9360/333349,https://dblp.org/rec/conf/ijcai/generativeadversaria160,https://doi.org/10.1171/537500,Generative Adversarial Networks: A Survey,Xavier Miller | Iris Jackson | Jane Garcia,Xavier Miller,Generative Adversarial Networks: A Survey Xavier Miller
conf/iccv/anomalydetectionusin427,Anomaly Detection using Machine Learning,Carol Thomas | Rachel Brown,ICCV,2020,Conference Paper,10.1001/885352,https://dblp.org/rec/conf/iccv/anomalydetectionusin427,https://doi.org/10.7178/317712,Anomaly Detection using Machine Learning,Carol Thomas | Rachel Brown,Carol Thomas,Anomaly Detection using Machine Learning Carol Thomas
conf/associatio/reinforcementlearnin201,Reinforcement Learning for Game Playing,A. Moore,Association for Computational Linguistics,2024,Conference Paper,10.4777/739224,https://dblp.org/rec/conf/associatio/reinforcementlearnin201,https://doi.org/10.6331/214559,Reinforcement Learning for Game Playing,A. Moore,A. Moore,Reinforcement Learning for Game Playing A. Moore
conf/ijcai/explainableai:method319,Explainable AI: Methods and Challenges,Sam White,IJCAI,2022,Conference Paper,10.9918/351249,https://dblp.org/rec/conf/ijcai/explainableai:method319,https://doi.org/10.2513/539985,Explainable AI: Methods and Challenges,Sam White,Sam White,Explainable AI: Methods and Challenges Sam White
conf/empirical /sentimentanalysiswit515,SENTIMENT ANALYSIS WITH DEEP LEARNING,Grace Rodriguez | Tina Garcia | Emma Taylor | Kate Martinez,Empirical Methods in Natural Language Processing,2022,Conference Paper,10.8270/339411,https://dblp.org/rec/conf/empirical /sentimentanalysiswit515,,SENTIMENT ANALYSIS WITH DEEP LEARNING,Grace Rodriguez | Tina Garcia | Emma Taylor | Kate Martinez,Grace Rodriguez,SENTIMENT ANALYSIS WITH DEEP LEARNING Grace Rodriguez
conf/aaai/recurrentneuralnetwo110,Recurrent Neural Networks for Sequence Modeling,S. Gonzalez | Frank Martinez | Rachel Brown,AAAI,2020,Conference Paper,10.4630/240000,https://dblp.org/rec/conf/aaai/recurrentneuralnetwo110,,Recurrent Neural Networks for Sequence Modeling,S. Gonzalez | Frank Martinez | Rachel Brown,S. Gonzalez,Recurrent Neural Networks for Sequence Modeling S. Gonzalez
conf/ijcai/neuralarchitecturese388,Neural Architecture Search Techniques,K. Moore | Bob Jackson | Xavier Rodriguez | Leo Harris,IJCAI,2020,Conference Paper,10.3535/597662,https://dblp.org/rec/conf/ijcai/neuralarchitecturese388,https://doi.org/10.3493/406434,Neural Architecture Search Techniques,K. Moore | Bob Jackson | Xavier Rodriguez | Leo Harris,K. Moore,Neural Architecture Search Techniques K. Moore
conf/kdd/namedentityrecogniti532,Named Entity Recognition in NLP,N. Martin,KDD,2024,Conference Paper,10.5724/129221,https://dblp.org/rec/conf/kdd/namedentityrecogniti532,,Named Entity Recognition in NLP,N. Martin,N. Martin,Named Entity Recognition in NLP N. Martin
conf/icml/namedentityrecogniti528,Named Entity Recognition in NLP: Methods and Applications,Kate Lee | Uma Taylor | A. Lopez | B. Jackson,ICML,2021,Conference Paper,10.3414/322500,https://dblp.org/rec/conf/icml/namedentityrecogniti528,,Named Entity Recognition in NLP: Methods and Applications,Kate Lee | Uma Taylor | A. Lopez | B. Jackson,Kate Lee,Named Entity Recognition in NLP: Methods and Applications Kate Lee
conf/emnlp/generativeadversaria168,Generative Adversarial Networks: A Survey,Sam Smith | Iris Rodriguez,EMNLP,2023,Conference Paper,10.4858/139957,https://dblp.org/rec/conf/emnlp/generativeadversaria168,https://doi.org/10.4491/951822,Generative Adversarial Networks: A Survey,Sam Smith | Iris Rodriguez,Sam Smith,Generative Adversarial Networks: A Survey Sam Smith
conf/cvpr/timeseriesforecastin408,Time Series Forecasting with DL,Xavier Clark,CVPR,2021,Conference Paper,10.6266/449408,https://dblp.org/rec/conf/cvpr/timeseriesforecastin408,https://doi.org/10.7237/204766,Time Series Forecasting with DL,Xavier Clark,Xavier Clark,Time Series Forecasting with DL Xavier Clark
conf/cikm/neuralarchitecturese379,neural architecture search techniques,Tina Hernandez,CIKM,2022,Conference Paper,10.9386/439198,https://dblp.org/rec/conf/cikm/neuralarchitecturese379,https://doi.org/10.8726/106358,neural architecture search techniques,Tina Hernandez,Tina Hernandez,neural architecture search techniques Tina Hernandez
conf/ieee trans/graphneuralnetworksf177,Graph Neural Networks for Social Network Analysis,K. Brown | Quinn Clark | Jane Thomas | J. Perez,IEEE Transactions on Pattern Analysis and Machine Intelligence,2024,Conference Paper,10.3507/603880,https://dblp.org/rec/conf/ieee trans/graphneuralnetworksf177,https://doi.org/10.2476/396126,Graph Neural Networks for Social Network Analysis,K. Brown | Quinn Clark | Jane Thomas | J. Perez,K. Brown,Graph Neural Networks for Social Network Analysis K. Brown
conf/computer v/machinelearningincom44,Machine Learning in Computer Vision,Leo Gonzalez | Jane Smith | Tina Moore | Iris Thomas,Computer Vision and Pattern Recognition,2021,Conference Paper,10.6513/946257,https://dblp.org/rec/conf/computer v/machinelearningincom44,,Machine Learning in Computer Vision,Leo Gonzalez | Jane Smith | Tina Moore | Iris Thomas,Leo Gonzalez,Machine Learning in Computer Vision Leo Gonzalez
conf/icml/asurveyofdeeplearnin76,A Survey of Deep Learning Techniques - A Survey,Frank Clark | U. Brown,ICML,2022,Conference Paper,10.8817/604290,https://dblp.org/rec/conf/icml/asurveyofdeeplearnin76,https://doi.org/10.8753/142396,A Survey of Deep Learning Techniques - A Survey,Frank Clark | U. Brown,Frank Clark,A Survey of Deep Learning Techniques - A Survey Frank Clark
conf/journal of/automl:automatedmach358,AutoML: Automated Machine Learning Systems,Tina Gonzalez | Wendy Hernandez,Journal of Machine Learning Research,2021,Conference Paper,,https://dblp.org/rec/conf/journal of/automl:automatedmach358,https://doi.org/10.8155/991862,AutoML: Automated Machine Learning Systems,Tina Gonzalez | Wendy Hernandez,Tina Gonzalez,AutoML: Automated Machine Learning Systems Tina Gonzalez
conf/associatio/transferlearningforc155,Transfer Learning for Computer Vision Tasks,Victor Martinez | Carol Lee | John Smith | Olivia Jackson,Association for Computational Linguistics,2021,Conference Paper,10.2366/390633,https://dblp.org/rec/conf/associatio/transferlearningforc155,,Transfer Learning for Computer Vision Tasks,Victor Martinez | Carol Lee | John Smith | Olivia Jackson,Victor Martinez,Transfer Learning for Computer Vision Tasks Victor Martinez
conf/empirical /bert:pre-trainingfor238,BERT: Pre-training for Language Understanding,John Davis,Empirical Methods in Natural Language Processing,2023,Conference Paper,10.4885/617193,https://dblp.org/rec/conf/empirical /bert:pre-trainingfor238,https://doi.org/10.1168/323867,BERT: Pre-training for Language Understanding,John Davis,John Davis,BERT: Pre-training for Language Understanding John Davis
conf/neurips/asurveyofdeeplearnin61,A Survey of Deep Learning Techniques,R. Lee,NeurIPS,2023,Conference Paper,,https://dblp.org/rec/conf/neurips/asurveyofdeeplearnin61,,A Survey of Deep Learning Techniques,R. Lee,R. Lee,A Survey of Deep Learning Techniques R. Lee
conf/emnlp/recurrentneuralnetwo121,Recurrent Neural Networks for Sequence Modeling,Leo Taylor | Alice Miller | Wendy Wilson | A. Gonzalez,EMNLP,2024,Conference Paper,10.7975/218788,https://dblp.org/rec/conf/emnlp/recurrentneuralnetwo121,,Recurrent Neural Networks for Sequence Modeling,Leo Taylor | Alice Miller | Wendy Wilson | A. Gonzalez,Leo Taylor,Recurrent Neural Networks for Sequence Modeling Leo Taylor
conf/associatio/neuralnetworksforima37,Neural Networks for Image Recognition,David Davis | H. Johnson,Association for Computational Linguistics,2024,Conference Paper,,https://dblp.org/rec/conf/associatio/neuralnetworksforima37,https://doi.org/10.8793/625802,Neural Networks for Image Recognition,David Davis | H. Johnson,David Davis,Neural Networks for Image Recognition David Davis
conf/kdd/attentionmechanismsi140,Attention Mechanisms in Neural Machine Translation,Iris Martinez | Grace Moore | Emma Anderson,KDD,2023,Conference Paper,10.2255/453128,https://dblp.org/rec/conf/kdd/attentionmechanismsi140,,Attention Mechanisms in Neural Machine Translation,Iris Martinez | Grace Moore | Emma Anderson,Iris Martinez,Attention Mechanisms in Neural Machine Translation Iris Martinez
conf/cikm/few-shotlearninginco276,Few-Shot Learning in Computer Vision,Jack Thomas,CIKM,2022,Conference Paper,10.5956/627669,https://dblp.org/rec/conf/cikm/few-shotlearninginco276,https://doi.org/10.7112/483095,Few-Shot Learning in Computer Vision,Jack Thomas,Jack Thomas,Few-Shot Learning in Computer Vision Jack Thomas
conf/journal of/asurveyofdeeplearnin67,A SURVEY OF DEEP LEARNING TECHNIQUES,C. Johnson | Olivia Hernandez,Journal of Machine Learning Research,2021,Conference Paper,10.5026/118684,https://dblp.org/rec/conf/journal of/asurveyofdeeplearnin67,https://doi.org/10.8943/562777,A SURVEY OF DEEP LEARNING TECHNIQUES,C. Johnson | Olivia Hernandez,C. Johnson,A SURVEY OF DEEP LEARNING TECHNIQUES C. Johnson
conf/empirical /machinelearningincom55,Machine Learning in Computer Vision,Frank Garcia | Tina Thomas,Empirical Methods in Natural Language Processing,2020,Conference Paper,,https://dblp.org/rec/conf/empirical /machinelearningincom55,https://doi.org/10.1202/277676,Machine Learning in Computer Vision,Frank Garcia | Tina Thomas,Frank Garcia,Machine Learning in Computer Vision Frank Garcia
